sample_pt_desc,latitude,longitude,sample_id,year,quarter,cod,conductivity,e_coli,pH,nitrate,phosphate,physical_compliance_percentage,chemical_compliance_percentage,bacteriological_compliance_percentage,biological_compliance_percentage,overall_compliance_percentage,river
Blesbokspruit on N17 Toll Road @ Springs,-26.271,28.504,B15,2014,Jan-Mar,,60.0,,7.5,0.17,0.95,40.0,90.91,0.0,0.0,32.73,Blesbokspruit
Blesbokspruit on N17 Toll Road @ Springs,-26.271,28.504,B15,2014,Apr-Jun,,69.0,,7.6,0.3,0.36,40.0,100.0,0.0,0.0,35.0,Blesbokspruit
Blesbokspruit on N17 Toll Road @ Springs,-26.271,28.504,B15,2014,Jul-Sep,,77.0,,7.6,0.36,0.54,40.0,100.0,0.0,0.0,35.0,Blesbokspruit
Blesbokspruit on N17 Toll Road @ Springs,-26.271,28.504,B15,2014,Oct-Dec,,79.0,,7.6,0.85,2.0,40.0,90.91,0.0,0.0,32.73,Blesbokspruit
Blesbokspruit @ Marievale Bird Sanctuary,-26.359,28.508,B17,2014,Jan-Mar,,65.0,,7.7,0.96,0.9,40.0,81.82,0.0,0.0,30.46,Blesbokspruit
Blesbokspruit @ Marievale Bird Sanctuary,-26.359,28.508,B17,2014,Apr-Jun,,69.0,,7.6,0.28,0.87,40.0,90.91,0.0,0.0,32.73,Blesbokspruit
Blesbokspruit @ Marievale Bird Sanctuary,-26.359,28.508,B17,2014,Jul-Sep,,81.0,,7.8,1.9,0.46,60.0,100.0,0.0,0.0,40.0,Blesbokspruit
Blesbokspruit @ Marievale Bird Sanctuary,-26.359,28.508,B17,2014,Oct-Dec,,90.0,,7.8,0.3,0.83,40.0,90.91,0.0,0.0,32.73,Blesbokspruit
Blesbokspruit on R42 bridge @ Nigel,-26.391,28.497,B11,2014,Jan-Mar,,65.0,,7.9,0.1,0.86,40.0,90.91,0.0,0.0,32.73,Blesbokspruit
Blesbokspruit on R42 bridge @ Nigel,-26.391,28.497,B11,2014,Apr-Jun,,68.0,,7.9,0.16,0.59,60.0,100.0,0.0,0.0,40.0,Blesbokspruit
Blesbokspruit on R42 bridge @ Nigel,-26.391,28.497,B11,2014,Jul-Sep,,81.0,,7.9,1.8,0.42,60.0,100.0,0.0,0.0,40.0,Blesbokspruit
Blesbokspruit on R42 bridge @ Nigel,-26.391,28.497,B11,2014,Oct-Dec,,90.0,,8.1,0.6,0.67,60.0,90.91,0.0,0.0,37.73,Blesbokspruit
Stormwater drain from Nigel Dam,-26.416,28.466,B7,2014,Jan-Mar,,65.0,,7.5,0.1,0.15,40.0,90.91,0.0,0.0,32.73,Blesbokspruit
Stormwater drain from Nigel Dam,-26.416,28.466,B7,2014,Apr-Jun,,74.0,,7.0,0.18,0.08,60.0,90.91,0.0,0.0,37.73,Blesbokspruit
Stormwater drain from Nigel Dam,-26.416,28.466,B7,2014,Jul-Sep,,83.0,,6.9,1.3,0.15,60.0,90.91,0.0,0.0,37.73,Blesbokspruit
Stormwater drain from Nigel Dam,-26.416,28.466,B7,2014,Oct-Dec,,115.0,,6.5,0.75,0.05,60.0,90.91,0.0,0.0,37.73,Blesbokspruit
Blesbokspruit @ Nigel,-26.439,28.456,B8,2014,Jan-Mar,,61.0,13060.0,8.0,0.1,0.81,60.0,90.91,0.0,0.0,37.73,Blesbokspruit
Blesbokspruit @ Nigel,-26.439,28.456,B8,2014,Apr-Jun,,62.0,24810.0,7.8,0.4,0.43,60.0,100.0,0.0,0.0,40.0,Blesbokspruit
Blesbokspruit @ Nigel,-26.439,28.456,B8,2014,Jul-Sep,,76.0,1440.0,8.1,0.24,0.28,60.0,100.0,0.0,0.0,40.0,Blesbokspruit
Blesbokspruit @ Nigel,-26.439,28.456,B8,2014,Oct-Dec,,88.0,5770.0,8.1,0.39,0.54,60.0,100.0,0.0,0.0,40.0,Blesbokspruit
Blesbokspruit @ Jameson Park,-26.479,28.426,B14,2014,Jan-Mar,,61.0,,7.9,0.53,0.66,40.0,90.91,0.0,0.0,32.73,Blesbokspruit
Blesbokspruit @ Jameson Park,-26.479,28.426,B14,2014,Apr-Jun,,60.0,,7.8,1.5,0.55,60.0,100.0,0.0,0.0,40.0,Blesbokspruit
Blesbokspruit @ Jameson Park,-26.479,28.426,B14,2014,Jul-Sep,,74.0,,7.7,1.0,0.52,60.0,100.0,0.0,0.0,40.0,Blesbokspruit
Blesbokspruit @ Jameson Park,-26.479,28.426,B14,2014,Oct-Dec,,79.0,,7.8,1.1,0.57,40.0,100.0,0.0,0.0,35.0,Blesbokspruit
Stream from Kaydale Station,-26.477,28.404,B12,2014,Jan-Mar,,43.0,,7.4,2.4,0.39,40.0,100.0,0.0,0.0,35.0,Blesbokspruit
Stream from Kaydale Station,-26.477,28.404,B12,2014,Apr-Jun,,48.0,,7.2,3.2,0.73,40.0,90.91,0.0,0.0,32.73,Blesbokspruit
Stream from Kaydale Station,-26.477,28.404,B12,2014,Jul-Sep,,49.0,,7.4,6.1,0.84,60.0,81.82,0.0,0.0,35.46,Blesbokspruit
Stream from Kaydale Station,-26.477,28.404,B12,2014,Oct-Dec,,47.0,,7.5,3.2,0.89,40.0,90.91,0.0,0.0,32.73,Blesbokspruit
Suikerbosrant River below Balfour,-26.63,28.297,S1,2014,Jan-Mar,,22.0,1030.0,7.4,0.46,0.18,40.0,100.0,0.0,0.0,35.0,Blesbokspruit
Suikerbosrant River below Balfour,-26.63,28.297,S1,2014,Apr-Jun,,33.0,93.0,7.5,0.12,0.12,60.0,100.0,100.0,0.0,65.0,Blesbokspruit
Suikerbosrant River below Balfour,-26.63,28.297,S1,2014,Jul-Sep,,48.0,25.0,8.0,1.7,0.12,40.0,100.0,100.0,0.0,60.0,Blesbokspruit
Suikerbosrant River below Balfour,-26.63,28.297,S1,2014,Oct-Dec,,58.0,820.0,7.6,1.3,0.32,40.0,100.0,0.0,0.0,35.0,Blesbokspruit
Outflow from New Kleinfontein Dam,-26.183,28.334,B1,2015,Jan-Mar,,27.0,,8.4,0.17,0.2,40.0,100.0,0.0,0.0,35.0,Blesbokspruit
Outflow from New Kleinfontein Dam,-26.183,28.334,B1,2015,Apr-Jun,,32.0,,7.8,1.51,0.41,60.0,100.0,0.0,0.0,40.0,Blesbokspruit
Outflow from New Kleinfontein Dam,-26.183,28.334,B1,2015,Jul-Sep,,41.0,,8.5,0.53,0.1,60.0,100.0,0.0,0.0,40.0,Blesbokspruit
Outflow from New Kleinfontein Dam,-26.183,28.334,B1,2015,Oct-Dec,,40.0,,8.1,0.29,0.29,60.0,100.0,0.0,0.0,40.0,Blesbokspruit
Outflow from Van Ryn Dam,-26.166,28.371,B2,2015,Jan-Mar,,43.0,,8.2,3.1,1.34,40.0,90.91,0.0,0.0,32.73,Blesbokspruit
Outflow from Van Ryn Dam,-26.166,28.371,B2,2015,Apr-Jun,,54.0,,8.2,1.2,0.6,60.0,100.0,0.0,0.0,40.0,Blesbokspruit
Outflow from Van Ryn Dam,-26.166,28.371,B2,2015,Jul-Sep,,57.0,,8.1,5.37,1.43,60.0,90.91,0.0,0.0,37.73,Blesbokspruit
Outflow from Van Ryn Dam,-26.166,28.371,B2,2015,Oct-Dec,,86.0,,7.2,0.99,1.55,60.0,81.82,0.0,0.0,35.46,Blesbokspruit
Stream from Brakpan Lake,-26.209,28.385,B3,2015,Jan-Mar,,53.0,,7.7,0.23,0.61,60.0,90.91,0.0,0.0,37.73,Blesbokspruit
Stream from Brakpan Lake,-26.209,28.385,B3,2015,Apr-Jun,,52.0,,7.2,2.75,0.32,60.0,100.0,0.0,0.0,40.0,Blesbokspruit
Stream from Brakpan Lake,-26.209,28.385,B3,2015,Jul-Sep,,68.0,,7.4,8.43,0.28,60.0,90.91,0.0,0.0,37.73,Blesbokspruit
Stream from Brakpan Lake,-26.209,28.385,B3,2015,Oct-Dec,,70.0,,7.5,1.1,0.17,60.0,90.91,0.0,0.0,37.73,Blesbokspruit
Causeway @ Alexander Dam,-26.211,28.415,B4,2015,Jan-Mar,,41.0,,7.5,0.67,0.42,40.0,100.0,0.0,0.0,35.0,Blesbokspruit
Causeway @ Alexander Dam,-26.211,28.415,B4,2015,Apr-Jun,,46.0,,7.9,0.12,0.26,60.0,100.0,0.0,0.0,40.0,Blesbokspruit
Causeway @ Alexander Dam,-26.211,28.415,B4,2015,Jul-Sep,,59.0,,8.1,0.24,0.23,60.0,100.0,0.0,0.0,40.0,Blesbokspruit
Causeway @ Alexander Dam,-26.211,28.415,B4,2015,Oct-Dec,,56.0,,8.0,0.37,0.32,60.0,100.0,0.0,0.0,40.0,Blesbokspruit
Outflow from Cowles Dam ,-26.209,28.467,B9,2015,Jan-Mar,,65.0,61.0,7.6,2.69,0.23,40.0,100.0,100.0,0.0,60.0,Blesbokspruit
Outflow from Cowles Dam ,-26.209,28.467,B9,2015,Apr-Jun,,98.0,95.0,7.7,3.4,0.12,40.0,100.0,100.0,0.0,60.0,Blesbokspruit
Outflow from Cowles Dam ,-26.209,28.467,B9,2015,Jul-Sep,,110.0,275.0,7.7,3.38,0.08,40.0,100.0,100.0,0.0,60.0,Blesbokspruit
Outflow from Cowles Dam ,-26.209,28.467,B9,2015,Oct-Dec,,126.0,80.0,7.7,4.13,0.28,40.0,100.0,100.0,0.0,60.0,Blesbokspruit
Stream from Daveyton below Welgedacht WWTW,-26.199,28.48,B13,2015,Jan-Mar,,59.0,182290.0,7.4,4.09,1.07,40.0,90.91,0.0,0.0,32.73,Blesbokspruit
Stream from Daveyton below Welgedacht WWTW,-26.199,28.48,B13,2015,Apr-Jun,,57.0,11948.0,7.2,3.92,1.07,40.0,90.91,0.0,0.0,32.73,Blesbokspruit
Stream from Daveyton below Welgedacht WWTW,-26.199,28.48,B13,2015,Jul-Sep,,73.0,44704.0,7.4,5.13,0.94,40.0,81.82,0.0,0.0,30.46,Blesbokspruit
Stream from Daveyton below Welgedacht WWTW,-26.199,28.48,B13,2015,Oct-Dec,,86.0,9435.0,7.2,1.9,0.92,40.0,90.91,0.0,0.0,32.73,Blesbokspruit
Blesbokspruit @ Welgedacht,-26.215,28.48,B5,2015,Jan-Mar,,58.0,,7.5,0.36,0.49,40.0,100.0,0.0,0.0,35.0,Blesbokspruit
Blesbokspruit @ Welgedacht,-26.215,28.48,B5,2015,Apr-Jun,,70.0,,7.4,2.0,0.5,40.0,100.0,0.0,0.0,35.0,Blesbokspruit
Blesbokspruit @ Welgedacht,-26.215,28.48,B5,2015,Jul-Sep,,78.0,,7.7,3.83,0.78,40.0,90.91,0.0,0.0,32.73,Blesbokspruit
Blesbokspruit @ Welgedacht,-26.215,28.48,B5,2015,Oct-Dec,,99.0,,7.5,0.74,0.67,40.0,90.91,0.0,0.0,32.73,Blesbokspruit
Blesbokspruit @ Grootvlei Mine Train Bridge,-26.256,28.498,B16,2015,Jan-Mar,,62.0,,7.5,0.87,1.23,60.0,90.91,0.0,0.0,37.73,Blesbokspruit
Blesbokspruit @ Grootvlei Mine Train Bridge,-26.256,28.498,B16,2015,Apr-Jun,,70.0,,7.5,0.21,0.48,40.0,100.0,0.0,0.0,35.0,Blesbokspruit
Blesbokspruit @ Grootvlei Mine Train Bridge,-26.256,28.498,B16,2015,Jul-Sep,,88.0,,7.7,3.83,1.34,40.0,90.91,0.0,0.0,32.73,Blesbokspruit
Blesbokspruit @ Grootvlei Mine Train Bridge,-26.256,28.498,B16,2015,Oct-Dec,,102.0,,7.5,0.84,1.69,60.0,90.91,0.0,0.0,37.73,Blesbokspruit
Klein Blesbokspruit @ Selection Park,-26.283,28.444,B6,2015,Jan-Mar,,46.0,,7.8,0.52,0.2,60.0,100.0,0.0,0.0,40.0,Blesbokspruit
Klein Blesbokspruit @ Selection Park,-26.283,28.444,B6,2015,Apr-Jun,,43.0,,7.9,0.14,0.2,60.0,100.0,0.0,0.0,40.0,Blesbokspruit
Klein Blesbokspruit @ Selection Park,-26.283,28.444,B6,2015,Jul-Sep,,63.0,,7.7,0.27,0.1,60.0,100.0,0.0,0.0,40.0,Blesbokspruit
Klein Blesbokspruit @ Selection Park,-26.283,28.444,B6,2015,Oct-Dec,,48.0,,7.9,0.3,0.2,60.0,100.0,0.0,0.0,40.0,Blesbokspruit
Blesbokspruit on N17 Toll Road @ Springs,-26.271,28.504,B15,2015,Jan-Mar,,60.0,,7.5,1.0,1.3,40.0,90.91,0.0,0.0,32.73,Blesbokspruit
Blesbokspruit on N17 Toll Road @ Springs,-26.271,28.504,B15,2015,Apr-Jun,,69.0,,7.8,3.62,0.74,40.0,90.91,0.0,0.0,32.73,Blesbokspruit
Blesbokspruit on N17 Toll Road @ Springs,-26.271,28.504,B15,2015,Jul-Sep,,86.0,,7.9,1.9,1.01,40.0,90.91,0.0,0.0,32.73,Blesbokspruit
Blesbokspruit on N17 Toll Road @ Springs,-26.271,28.504,B15,2015,Oct-Dec,,96.0,,7.5,0.32,1.8,60.0,90.91,0.0,0.0,37.73,Blesbokspruit
Blesbokspruit @ Marievale Bird Sanctuary,-26.359,28.508,B17,2015,Jan-Mar,,67.0,,7.7,0.1,1.15,60.0,90.91,0.0,0.0,37.73,Blesbokspruit
Blesbokspruit @ Marievale Bird Sanctuary,-26.359,28.508,B17,2015,Apr-Jun,,73.0,,7.9,0.32,1.05,40.0,90.91,0.0,0.0,32.73,Blesbokspruit
Blesbokspruit @ Marievale Bird Sanctuary,-26.359,28.508,B17,2015,Jul-Sep,,89.0,,7.8,0.14,0.62,40.0,90.91,0.0,0.0,32.73,Blesbokspruit
Blesbokspruit @ Marievale Bird Sanctuary,-26.359,28.508,B17,2015,Oct-Dec,,101.0,,8.0,0.28,0.84,60.0,81.82,0.0,0.0,35.46,Blesbokspruit
Blesbokspruit on R42 bridge @ Nigel,-26.391,28.497,B11,2015,Jan-Mar,,69.0,,8.1,0.16,1.03,40.0,90.91,0.0,0.0,32.73,Blesbokspruit
Blesbokspruit on R42 bridge @ Nigel,-26.391,28.497,B11,2015,Apr-Jun,,73.0,,8.1,0.26,0.85,60.0,90.91,0.0,0.0,37.73,Blesbokspruit
Blesbokspruit on R42 bridge @ Nigel,-26.391,28.497,B11,2015,Jul-Sep,,89.0,,8.0,0.42,0.86,60.0,90.91,0.0,0.0,37.73,Blesbokspruit
Blesbokspruit on R42 bridge @ Nigel,-26.391,28.497,B11,2015,Oct-Dec,,109.0,,7.6,0.18,0.79,60.0,90.91,0.0,0.0,37.73,Blesbokspruit
Stormwater drain from Nigel Dam,-26.416,28.466,B7,2015,Jan-Mar,,76.0,,7.3,0.3,0.2,60.0,90.91,0.0,0.0,37.73,Blesbokspruit
Stormwater drain from Nigel Dam,-26.416,28.466,B7,2015,Apr-Jun,,74.0,,7.7,0.14,0.2,60.0,100.0,0.0,0.0,40.0,Blesbokspruit
Stormwater drain from Nigel Dam,-26.416,28.466,B7,2015,Jul-Sep,,74.0,,7.6,0.37,0.09,60.0,100.0,0.0,0.0,40.0,Blesbokspruit
Stormwater drain from Nigel Dam,-26.416,28.466,B7,2015,Oct-Dec,,96.0,,7.3,2.71,0.2,60.0,90.91,0.0,0.0,37.73,Blesbokspruit
Blesbokspruit @ Nigel,-26.439,28.456,B8,2015,Jan-Mar,,67.0,25910.0,8.0,0.35,0.85,60.0,90.91,0.0,0.0,37.73,Blesbokspruit
Blesbokspruit @ Nigel,-26.439,28.456,B8,2015,Apr-Jun,,73.0,15779.0,8.1,0.29,0.77,60.0,90.91,0.0,0.0,37.73,Blesbokspruit
Blesbokspruit @ Nigel,-26.439,28.456,B8,2015,Jul-Sep,,87.0,2655.0,8.1,0.22,0.61,60.0,90.91,0.0,0.0,37.73,Blesbokspruit
Blesbokspruit @ Nigel,-26.439,28.456,B8,2015,Oct-Dec,,106.0,1489.0,8.2,0.67,0.66,60.0,90.91,0.0,0.0,37.73,Blesbokspruit
Blesbokspruit @ Jameson Park,-26.479,28.426,B14,2015,Jan-Mar,,65.0,,7.9,1.04,0.79,40.0,90.91,0.0,0.0,32.73,Blesbokspruit
Blesbokspruit @ Jameson Park,-26.479,28.426,B14,2015,Apr-Jun,,70.0,,7.9,4.3,0.83,40.0,90.91,0.0,0.0,32.73,Blesbokspruit
Blesbokspruit @ Jameson Park,-26.479,28.426,B14,2015,Jul-Sep,,84.0,,7.8,2.13,0.73,40.0,90.91,0.0,0.0,32.73,Blesbokspruit
Blesbokspruit @ Jameson Park,-26.479,28.426,B14,2015,Oct-Dec,,98.0,,7.6,2.0,1.23,60.0,81.82,0.0,0.0,35.46,Blesbokspruit
Stream from Kaydale Station,-26.477,28.404,B12,2015,Jan-Mar,,41.0,,7.4,3.43,0.47,40.0,100.0,0.0,0.0,35.0,Blesbokspruit
Stream from Kaydale Station,-26.477,28.404,B12,2015,Apr-Jun,,45.0,,7.3,4.25,0.93,60.0,81.82,0.0,0.0,35.46,Blesbokspruit
Stream from Kaydale Station,-26.477,28.404,B12,2015,Jul-Sep,,53.0,,7.4,7.73,0.77,40.0,81.82,0.0,0.0,30.46,Blesbokspruit
Stream from Kaydale Station,-26.477,28.404,B12,2015,Oct-Dec,,48.0,,7.0,1.37,1.23,60.0,90.91,0.0,0.0,37.73,Blesbokspruit
Suikerbosrant River below Balfour,-26.63,28.297,S1,2015,Jan-Mar,,27.0,1067.0,7.3,1.08,0.19,40.0,100.0,0.0,0.0,35.0,Blesbokspruit
Suikerbosrant River below Balfour,-26.63,28.297,S1,2015,Apr-Jun,,35.0,231.0,7.6,0.16,0.13,40.0,100.0,100.0,0.0,60.0,Blesbokspruit
Suikerbosrant River below Balfour,-26.63,28.297,S1,2015,Jul-Sep,,60.0,81.0,7.9,0.3,0.09,60.0,100.0,100.0,0.0,65.0,Blesbokspruit
Suikerbosrant River below Balfour,-26.63,28.297,S1,2015,Oct-Dec,,66.0,360.0,7.9,0.25,0.18,60.0,100.0,100.0,0.0,65.0,Blesbokspruit
Outflow from New Kleinfontein Dam,-26.183,28.334,B1,2016,Jan-Mar,,34.0,,7.7,3.65,0.08,60.0,100.0,0.0,0.0,40.0,Blesbokspruit
Outflow from New Kleinfontein Dam,-26.183,28.334,B1,2016,Apr-Jun,,45.0,,8.0,0.57,0.13,60.0,90.91,0.0,0.0,37.73,Blesbokspruit
Outflow from New Kleinfontein Dam,-26.183,28.334,B1,2016,Jul-Sep,,37.0,,8.0,0.65,0.1,40.0,100.0,0.0,0.0,35.0,Blesbokspruit
Outflow from New Kleinfontein Dam,-26.183,28.334,B1,2016,Oct-Dec,,38.0,,7.9,0.82,0.1,60.0,100.0,0.0,0.0,40.0,Blesbokspruit
Outflow from Van Ryn Dam,-26.166,28.371,B2,2016,Jan-Mar,,52.0,,7.8,0.62,0.41,60.0,100.0,0.0,0.0,40.0,Blesbokspruit
Outflow from Van Ryn Dam,-26.166,28.371,B2,2016,Apr-Jun,,58.0,,8.0,1.28,0.93,40.0,81.82,0.0,0.0,30.46,Blesbokspruit
Outflow from Van Ryn Dam,-26.166,28.371,B2,2016,Jul-Sep,,56.0,,8.0,1.5,1.5,60.0,81.82,0.0,0.0,35.46,Blesbokspruit
Outflow from Van Ryn Dam,-26.166,28.371,B2,2016,Oct-Dec,,59.0,,7.6,0.27,2.27,60.0,81.82,0.0,0.0,35.46,Blesbokspruit
Stream from Brakpan Lake,-26.209,28.385,B3,2016,Jan-Mar,,64.0,,7.5,2.36,0.35,40.0,100.0,0.0,0.0,35.0,Blesbokspruit
Stream from Brakpan Lake,-26.209,28.385,B3,2016,Apr-Jun,,49.0,,7.7,1.9,0.16,60.0,100.0,0.0,0.0,40.0,Blesbokspruit
Stream from Brakpan Lake,-26.209,28.385,B3,2016,Jul-Sep,,46.0,,7.8,1.83,0.13,60.0,100.0,0.0,0.0,40.0,Blesbokspruit
Stream from Brakpan Lake,-26.209,28.385,B3,2016,Oct-Dec,,56.0,,7.8,2.23,0.53,40.0,100.0,0.0,0.0,35.0,Blesbokspruit
Causeway @ Alexander Dam,-26.211,28.415,B4,2016,Jan-Mar,,45.0,,7.5,0.2,0.35,60.0,100.0,0.0,0.0,40.0,Blesbokspruit
Causeway @ Alexander Dam,-26.211,28.415,B4,2016,Apr-Jun,,42.0,,8.3,0.76,0.18,60.0,100.0,0.0,0.0,40.0,Blesbokspruit
Causeway @ Alexander Dam,-26.211,28.415,B4,2016,Jul-Sep,,50.0,,8.2,1.17,0.13,40.0,100.0,0.0,0.0,35.0,Blesbokspruit
Causeway @ Alexander Dam,-26.211,28.415,B4,2016,Oct-Dec,,50.0,,8.1,0.15,0.27,60.0,100.0,0.0,0.0,40.0,Blesbokspruit
Outflow from Cowles Dam ,-26.209,28.467,B9,2016,Jan-Mar,,84.0,71.0,7.5,1.27,0.1,40.0,100.0,100.0,0.0,60.0,Blesbokspruit
Outflow from Cowles Dam ,-26.209,28.467,B9,2016,Apr-Jun,,88.0,22.0,7.7,3.31,0.15,60.0,100.0,100.0,0.0,65.0,Blesbokspruit
Outflow from Cowles Dam ,-26.209,28.467,B9,2016,Jul-Sep,,113.0,62.0,7.7,2.82,0.1,40.0,100.0,100.0,0.0,60.0,Blesbokspruit
Outflow from Cowles Dam ,-26.209,28.467,B9,2016,Oct-Dec,,101.0,47.0,7.6,3.34,0.15,40.0,100.0,100.0,0.0,60.0,Blesbokspruit
Stream from Daveyton below Welgedacht WWTW,-26.199,28.48,B13,2016,Jan-Mar,,57.0,6598.0,7.4,0.49,0.96,40.0,90.91,0.0,0.0,32.73,Blesbokspruit
Stream from Daveyton below Welgedacht WWTW,-26.199,28.48,B13,2016,Apr-Jun,,66.0,7029.0,7.4,1.77,1.11,40.0,90.91,0.0,0.0,32.73,Blesbokspruit
Stream from Daveyton below Welgedacht WWTW,-26.199,28.48,B13,2016,Jul-Sep,,66.0,2469.0,7.2,1.64,1.03,40.0,90.91,0.0,0.0,32.73,Blesbokspruit
Stream from Daveyton below Welgedacht WWTW,-26.199,28.48,B13,2016,Oct-Dec,,63.0,679.0,7.4,0.83,1.08,40.0,90.91,0.0,0.0,32.73,Blesbokspruit
Blesbokspruit @ Welgedacht,-26.215,28.48,B5,2016,Jan-Mar,,69.0,,7.6,0.44,0.93,40.0,90.91,0.0,0.0,32.73,Blesbokspruit
Blesbokspruit @ Welgedacht,-26.215,28.48,B5,2016,Apr-Jun,,67.0,,7.6,0.9,0.78,40.0,90.91,0.0,0.0,32.73,Blesbokspruit
Blesbokspruit @ Welgedacht,-26.215,28.48,B5,2016,Jul-Sep,,83.0,,7.4,0.96,1.42,40.0,90.91,0.0,0.0,32.73,Blesbokspruit
Blesbokspruit @ Welgedacht,-26.215,28.48,B5,2016,Oct-Dec,,51.0,,6.3,0.43,1.01,20.0,90.91,0.0,0.0,27.73,Blesbokspruit
Blesbokspruit @ Grootvlei Mine Train Bridge,-26.256,28.498,B16,2016,Jan-Mar,,84.0,,7.5,0.75,1.29,60.0,90.91,0.0,0.0,37.73,Blesbokspruit
Blesbokspruit @ Grootvlei Mine Train Bridge,-26.256,28.498,B16,2016,Apr-Jun,,80.0,,7.6,1.13,0.63,60.0,90.91,0.0,0.0,37.73,Blesbokspruit
Blesbokspruit @ Grootvlei Mine Train Bridge,-26.256,28.498,B16,2016,Jul-Sep,,107.0,,7.5,0.78,0.56,60.0,100.0,0.0,0.0,40.0,Blesbokspruit
Blesbokspruit @ Grootvlei Mine Train Bridge,-26.256,28.498,B16,2016,Oct-Dec,,158.0,,7.5,1.26,1.18,40.0,90.91,0.0,0.0,32.73,Blesbokspruit
Klein Blesbokspruit @ Selection Park,-26.283,28.444,B6,2016,Jan-Mar,,45.0,,7.6,0.61,0.11,60.0,100.0,0.0,0.0,40.0,Blesbokspruit
Klein Blesbokspruit @ Selection Park,-26.283,28.444,B6,2016,Apr-Jun,,49.0,,8.0,0.65,0.13,60.0,100.0,0.0,0.0,40.0,Blesbokspruit
Klein Blesbokspruit @ Selection Park,-26.283,28.444,B6,2016,Jul-Sep,,59.0,,7.9,0.34,1.13,60.0,90.91,0.0,0.0,37.73,Blesbokspruit
Klein Blesbokspruit @ Selection Park,-26.283,28.444,B6,2016,Oct-Dec,,29.0,,6.3,0.16,0.1,40.0,100.0,0.0,0.0,35.0,Blesbokspruit
Blesbokspruit on N17 Toll Road @ Springs,-26.271,28.504,B15,2016,Jan-Mar,,82.0,,7.7,0.95,1.43,60.0,81.82,0.0,0.0,35.46,Blesbokspruit
Blesbokspruit on N17 Toll Road @ Springs,-26.271,28.504,B15,2016,Apr-Jun,,72.0,,7.6,0.83,0.59,60.0,100.0,0.0,0.0,40.0,Blesbokspruit
Blesbokspruit on N17 Toll Road @ Springs,-26.271,28.504,B15,2016,Jul-Sep,,113.0,,7.5,0.72,0.54,60.0,100.0,0.0,0.0,40.0,Blesbokspruit
Blesbokspruit on N17 Toll Road @ Springs,-26.271,28.504,B15,2016,Oct-Dec,,147.0,,7.5,0.5,0.65,40.0,90.91,0.0,0.0,32.73,Blesbokspruit
Blesbokspruit @ Marievale Bird Sanctuary,-26.359,28.508,B17,2016,Jan-Mar,,100.0,,7.9,0.33,0.97,60.0,81.82,0.0,0.0,35.46,Blesbokspruit
Blesbokspruit @ Marievale Bird Sanctuary,-26.359,28.508,B17,2016,Apr-Jun,,70.0,,7.6,0.2,0.45,40.0,100.0,0.0,0.0,35.0,Blesbokspruit
Blesbokspruit @ Marievale Bird Sanctuary,-26.359,28.508,B17,2016,Jul-Sep,,127.0,,7.6,0.1,0.26,40.0,100.0,0.0,0.0,35.0,Blesbokspruit
Blesbokspruit @ Marievale Bird Sanctuary,-26.359,28.508,B17,2016,Oct-Dec,,150.0,,7.7,0.45,0.62,20.0,90.91,0.0,0.0,27.73,Blesbokspruit
Blesbokspruit on R42 bridge @ Nigel,-26.391,28.497,B11,2016,Jan-Mar,,106.0,,8.0,0.36,0.97,60.0,90.91,0.0,0.0,37.73,Blesbokspruit
Blesbokspruit on R42 bridge @ Nigel,-26.391,28.497,B11,2016,Apr-Jun,,69.0,,7.7,0.19,0.58,60.0,100.0,0.0,0.0,40.0,Blesbokspruit
Blesbokspruit on R42 bridge @ Nigel,-26.391,28.497,B11,2016,Jul-Sep,,129.0,,7.9,0.5,0.51,40.0,100.0,0.0,0.0,35.0,Blesbokspruit
Blesbokspruit on R42 bridge @ Nigel,-26.391,28.497,B11,2016,Oct-Dec,,148.0,,7.9,0.4,0.5,40.0,100.0,0.0,0.0,35.0,Blesbokspruit
Stormwater drain from Nigel Dam,-26.416,28.466,B7,2016,Jan-Mar,,105.0,,8.1,1.0,0.1,60.0,90.91,0.0,0.0,37.73,Blesbokspruit
Stormwater drain from Nigel Dam,-26.416,28.466,B7,2016,Apr-Jun,,90.0,,7.3,0.43,0.13,60.0,90.91,0.0,0.0,37.73,Blesbokspruit
Stormwater drain from Nigel Dam,-26.416,28.466,B7,2016,Jul-Sep,,119.0,,7.7,0.24,0.18,40.0,90.91,0.0,0.0,32.73,Blesbokspruit
Stormwater drain from Nigel Dam,-26.416,28.466,B7,2016,Oct-Dec,,71.0,,5.5,0.38,0.1,40.0,90.91,0.0,0.0,32.73,Blesbokspruit
Blesbokspruit @ Nigel,-26.439,28.456,B8,2016,Jan-Mar,,90.0,18161.0,7.9,0.41,0.65,60.0,90.91,0.0,0.0,37.73,Blesbokspruit
Blesbokspruit @ Nigel,-26.439,28.456,B8,2016,Apr-Jun,,71.0,19717.0,8.0,1.46,0.55,60.0,100.0,0.0,0.0,40.0,Blesbokspruit
Blesbokspruit @ Nigel,-26.439,28.456,B8,2016,Jul-Sep,,128.0,2154.0,8.1,0.28,0.26,40.0,100.0,0.0,0.0,35.0,Blesbokspruit
Blesbokspruit @ Nigel,-26.439,28.456,B8,2016,Oct-Dec,,92.0,3256.0,6.8,0.22,0.4,60.0,100.0,0.0,0.0,40.0,Blesbokspruit
