,sample_pt_desc,year,qtr,quarter,cod,conductivity,e_coli,pH,nitrate,phosphate,physical_compliance_percentage,chemical_compliance_percentage,bacteriological_compliance_percentage,biological_compliance_percentage,overall_compliance_percentage,river_id
1545,Blesbokspruit @ Marievale Bird Sanctuary,2015,4,Oct-Dec,0.0,101.0,0.0,8.0,0.28,0.84,60.0,81.82,0.0,0.0,35.46,2
1546,Blesbokspruit on R42 bridge @ Nigel,2015,1,Jan-Mar,0.0,69.0,0.0,8.1,0.16,1.03,40.0,90.91,0.0,0.0,32.73,2
1547,Blesbokspruit on R42 bridge @ Nigel,2015,2,Apr-Jun,0.0,73.0,0.0,8.1,0.26,0.85,60.0,90.91,0.0,0.0,37.73,2
1548,Blesbokspruit on R42 bridge @ Nigel,2015,3,Jul-Sep,0.0,89.0,0.0,8.0,0.42,0.86,60.0,90.91,0.0,0.0,37.73,2
1549,Blesbokspruit on R42 bridge @ Nigel,2015,4,Oct-Dec,0.0,109.0,0.0,7.6,0.18,0.79,60.0,90.91,0.0,0.0,37.73,2
1550,Stormwater drain from Nigel Dam,2015,1,Jan-Mar,0.0,76.0,0.0,7.3,0.3,0.2,60.0,90.91,0.0,0.0,37.73,2
1551,Stormwater drain from Nigel Dam,2015,2,Apr-Jun,0.0,74.0,0.0,7.7,0.14,0.2,60.0,100.0,0.0,0.0,40.0,2
1552,Stormwater drain from Nigel Dam,2015,3,Jul-Sep,0.0,74.0,0.0,7.6,0.37,0.09,60.0,100.0,0.0,0.0,40.0,2
1553,Stormwater drain from Nigel Dam,2015,4,Oct-Dec,0.0,96.0,0.0,7.3,2.71,0.2,60.0,90.91,0.0,0.0,37.73,2
1554,Blesbokspruit @ Nigel,2015,1,Jan-Mar,0.0,67.0,25910.0,8.0,0.35,0.85,60.0,90.91,0.0,0.0,37.73,2
1555,Blesbokspruit @ Nigel,2015,2,Apr-Jun,0.0,73.0,15779.0,8.1,0.29,0.77,60.0,90.91,0.0,0.0,37.73,2
1556,Blesbokspruit @ Nigel,2015,3,Jul-Sep,0.0,87.0,2655.0,8.1,0.22,0.61,60.0,90.91,0.0,0.0,37.73,2
1557,Blesbokspruit @ Nigel,2015,4,Oct-Dec,0.0,106.0,1489.0,8.2,0.67,0.66,60.0,90.91,0.0,0.0,37.73,2
1558,Blesbokspruit @ Jameson Park,2015,1,Jan-Mar,0.0,65.0,0.0,7.9,1.04,0.79,40.0,90.91,0.0,0.0,32.73,2
1559,Blesbokspruit @ Jameson Park,2015,2,Apr-Jun,0.0,70.0,0.0,7.9,4.3,0.83,40.0,90.91,0.0,0.0,32.73,2
1560,Blesbokspruit @ Jameson Park,2015,3,Jul-Sep,0.0,84.0,0.0,7.8,2.13,0.73,40.0,90.91,0.0,0.0,32.73,2
1561,Blesbokspruit @ Jameson Park,2015,4,Oct-Dec,0.0,98.0,0.0,7.6,2.0,1.23,60.0,81.82,0.0,0.0,35.46,2
1562,Stream from Kaydale Station,2015,1,Jan-Mar,0.0,41.0,0.0,7.4,3.43,0.47,40.0,100.0,0.0,0.0,35.0,2
1563,Stream from Kaydale Station,2015,2,Apr-Jun,0.0,45.0,0.0,7.3,4.25,0.93,60.0,81.82,0.0,0.0,35.46,2
1564,Stream from Kaydale Station,2015,3,Jul-Sep,0.0,53.0,0.0,7.4,7.73,0.77,40.0,81.82,0.0,0.0,30.46,2
1565,Stream from Kaydale Station,2015,4,Oct-Dec,0.0,48.0,0.0,7.0,1.37,1.23,60.0,90.91,0.0,0.0,37.73,2
1566,Suikerbosrant River below Balfour,2015,1,Jan-Mar,0.0,27.0,1067.0,7.3,1.08,0.19,40.0,100.0,0.0,0.0,35.0,2
1567,Suikerbosrant River below Balfour,2015,2,Apr-Jun,0.0,35.0,231.0,7.6,0.16,0.13,40.0,100.0,100.0,0.0,60.0,2
1568,Suikerbosrant River below Balfour,2015,3,Jul-Sep,0.0,60.0,81.0,7.9,0.3,0.09,60.0,100.0,100.0,0.0,65.0,2
1569,Suikerbosrant River below Balfour,2015,4,Oct-Dec,0.0,66.0,360.0,7.9,0.25,0.18,60.0,100.0,100.0,0.0,65.0,2
1570,Outflow from New Kleinfontein Dam,2016,1,Jan-Mar,0.0,34.0,0.0,7.7,3.65,0.08,60.0,100.0,0.0,0.0,40.0,2
1571,Outflow from New Kleinfontein Dam,2016,2,Apr-Jun,0.0,45.0,0.0,8.0,0.57,0.13,60.0,90.91,0.0,0.0,37.73,2
1572,Outflow from New Kleinfontein Dam,2016,3,Jul-Sep,0.0,37.0,0.0,8.0,0.65,0.1,40.0,100.0,0.0,0.0,35.0,2
1573,Outflow from New Kleinfontein Dam,2016,4,Oct-Dec,0.0,38.0,0.0,7.9,0.82,0.1,60.0,100.0,0.0,0.0,40.0,2
1574,Outflow from Van Ryn Dam,2016,1,Jan-Mar,0.0,52.0,0.0,7.8,0.62,0.41,60.0,100.0,0.0,0.0,40.0,2
1575,Outflow from Van Ryn Dam,2016,2,Apr-Jun,0.0,58.0,0.0,8.0,1.28,0.93,40.0,81.82,0.0,0.0,30.46,2
1576,Outflow from Van Ryn Dam,2016,3,Jul-Sep,0.0,56.0,0.0,8.0,1.5,1.5,60.0,81.82,0.0,0.0,35.46,2
1577,Outflow from Van Ryn Dam,2016,4,Oct-Dec,0.0,59.0,0.0,7.6,0.27,2.27,60.0,81.82,0.0,0.0,35.46,2
1578,Stream from Brakpan Lake,2016,1,Jan-Mar,0.0,64.0,0.0,7.5,2.36,0.35,40.0,100.0,0.0,0.0,35.0,2
1579,Stream from Brakpan Lake,2016,2,Apr-Jun,0.0,49.0,0.0,7.7,1.9,0.16,60.0,100.0,0.0,0.0,40.0,2
1580,Stream from Brakpan Lake,2016,3,Jul-Sep,0.0,46.0,0.0,7.8,1.83,0.13,60.0,100.0,0.0,0.0,40.0,2
1581,Stream from Brakpan Lake,2016,4,Oct-Dec,0.0,56.0,0.0,7.8,2.23,0.53,40.0,100.0,0.0,0.0,35.0,2
1582,Causeway @ Alexander Dam,2016,1,Jan-Mar,0.0,45.0,0.0,7.5,0.2,0.35,60.0,100.0,0.0,0.0,40.0,2
1583,Causeway @ Alexander Dam,2016,2,Apr-Jun,0.0,42.0,0.0,8.3,0.76,0.18,60.0,100.0,0.0,0.0,40.0,2
1584,Causeway @ Alexander Dam,2016,3,Jul-Sep,0.0,50.0,0.0,8.2,1.17,0.13,40.0,100.0,0.0,0.0,35.0,2
1585,Causeway @ Alexander Dam,2016,4,Oct-Dec,0.0,50.0,0.0,8.1,0.15,0.27,60.0,100.0,0.0,0.0,40.0,2
1586,Outflow from Cowles Dam ,2016,1,Jan-Mar,0.0,84.0,71.0,7.5,1.27,0.1,40.0,100.0,100.0,0.0,60.0,2
1587,Outflow from Cowles Dam ,2016,2,Apr-Jun,0.0,88.0,22.0,7.7,3.31,0.15,60.0,100.0,100.0,0.0,65.0,2
1588,Outflow from Cowles Dam ,2016,3,Jul-Sep,0.0,113.0,62.0,7.7,2.82,0.1,40.0,100.0,100.0,0.0,60.0,2
1589,Outflow from Cowles Dam ,2016,4,Oct-Dec,0.0,101.0,47.0,7.6,3.34,0.15,40.0,100.0,100.0,0.0,60.0,2
1590,Stream from Daveyton below Welgedacht WWTW,2016,1,Jan-Mar,0.0,57.0,6598.0,7.4,0.49,0.96,40.0,90.91,0.0,0.0,32.73,2
1591,Stream from Daveyton below Welgedacht WWTW,2016,2,Apr-Jun,0.0,66.0,7029.0,7.4,1.77,1.11,40.0,90.91,0.0,0.0,32.73,2
1592,Stream from Daveyton below Welgedacht WWTW,2016,3,Jul-Sep,0.0,66.0,2469.0,7.2,1.64,1.03,40.0,90.91,0.0,0.0,32.73,2
1593,Stream from Daveyton below Welgedacht WWTW,2016,4,Oct-Dec,0.0,63.0,679.0,7.4,0.83,1.08,40.0,90.91,0.0,0.0,32.73,2
1594,Blesbokspruit @ Welgedacht,2016,1,Jan-Mar,0.0,69.0,0.0,7.6,0.44,0.93,40.0,90.91,0.0,0.0,32.73,2
1595,Blesbokspruit @ Welgedacht,2016,2,Apr-Jun,0.0,67.0,0.0,7.6,0.9,0.78,40.0,90.91,0.0,0.0,32.73,2
1596,Blesbokspruit @ Welgedacht,2016,3,Jul-Sep,0.0,83.0,0.0,7.4,0.96,1.42,40.0,90.91,0.0,0.0,32.73,2
1597,Blesbokspruit @ Welgedacht,2016,4,Oct-Dec,0.0,51.0,0.0,6.3,0.43,1.01,20.0,90.91,0.0,0.0,27.73,2
1598,Blesbokspruit @ Grootvlei Mine Train Bridge,2016,1,Jan-Mar,0.0,84.0,0.0,7.5,0.75,1.29,60.0,90.91,0.0,0.0,37.73,2
1599,Blesbokspruit @ Grootvlei Mine Train Bridge,2016,2,Apr-Jun,0.0,80.0,0.0,7.6,1.13,0.63,60.0,90.91,0.0,0.0,37.73,2
1600,Blesbokspruit @ Grootvlei Mine Train Bridge,2016,3,Jul-Sep,0.0,107.0,0.0,7.5,0.78,0.56,60.0,100.0,0.0,0.0,40.0,2
1601,Blesbokspruit @ Grootvlei Mine Train Bridge,2016,4,Oct-Dec,0.0,158.0,0.0,7.5,1.26,1.18,40.0,90.91,0.0,0.0,32.73,2
1602,Klein Blesbokspruit @ Selection Park,2016,1,Jan-Mar,0.0,45.0,0.0,7.6,0.61,0.11,60.0,100.0,0.0,0.0,40.0,2
1603,Klein Blesbokspruit @ Selection Park,2016,2,Apr-Jun,0.0,49.0,0.0,8.0,0.65,0.13,60.0,100.0,0.0,0.0,40.0,2
1604,Klein Blesbokspruit @ Selection Park,2016,3,Jul-Sep,0.0,59.0,0.0,7.9,0.34,1.13,60.0,90.91,0.0,0.0,37.73,2
1605,Klein Blesbokspruit @ Selection Park,2016,4,Oct-Dec,0.0,29.0,0.0,6.3,0.16,0.1,40.0,100.0,0.0,0.0,35.0,2
1606,Blesbokspruit on N17 Toll Road @ Springs,2016,1,Jan-Mar,0.0,82.0,0.0,7.7,0.95,1.43,60.0,81.82,0.0,0.0,35.46,2
1607,Blesbokspruit on N17 Toll Road @ Springs,2016,2,Apr-Jun,0.0,72.0,0.0,7.6,0.83,0.59,60.0,100.0,0.0,0.0,40.0,2
1608,Blesbokspruit on N17 Toll Road @ Springs,2016,3,Jul-Sep,0.0,113.0,0.0,7.5,0.72,0.54,60.0,100.0,0.0,0.0,40.0,2
1609,Blesbokspruit on N17 Toll Road @ Springs,2016,4,Oct-Dec,0.0,147.0,0.0,7.5,0.5,0.65,40.0,90.91,0.0,0.0,32.73,2
1610,Blesbokspruit @ Marievale Bird Sanctuary,2016,1,Jan-Mar,0.0,100.0,0.0,7.9,0.33,0.97,60.0,81.82,0.0,0.0,35.46,2
1611,Blesbokspruit @ Marievale Bird Sanctuary,2016,2,Apr-Jun,0.0,70.0,0.0,7.6,0.2,0.45,40.0,100.0,0.0,0.0,35.0,2
1612,Blesbokspruit @ Marievale Bird Sanctuary,2016,3,Jul-Sep,0.0,127.0,0.0,7.6,0.1,0.26,40.0,100.0,0.0,0.0,35.0,2
1613,Blesbokspruit @ Marievale Bird Sanctuary,2016,4,Oct-Dec,0.0,150.0,0.0,7.7,0.45,0.62,20.0,90.91,0.0,0.0,27.73,2
1614,Blesbokspruit on R42 bridge @ Nigel,2016,1,Jan-Mar,0.0,106.0,0.0,8.0,0.36,0.97,60.0,90.91,0.0,0.0,37.73,2
1615,Blesbokspruit on R42 bridge @ Nigel,2016,2,Apr-Jun,0.0,69.0,0.0,7.7,0.19,0.58,60.0,100.0,0.0,0.0,40.0,2
1616,Blesbokspruit on R42 bridge @ Nigel,2016,3,Jul-Sep,0.0,129.0,0.0,7.9,0.5,0.51,40.0,100.0,0.0,0.0,35.0,2
1617,Blesbokspruit on R42 bridge @ Nigel,2016,4,Oct-Dec,0.0,148.0,0.0,7.9,0.4,0.5,40.0,100.0,0.0,0.0,35.0,2
1618,Stormwater drain from Nigel Dam,2016,1,Jan-Mar,0.0,105.0,0.0,8.1,1.0,0.1,60.0,90.91,0.0,0.0,37.73,2
1619,Stormwater drain from Nigel Dam,2016,2,Apr-Jun,0.0,90.0,0.0,7.3,0.43,0.13,60.0,90.91,0.0,0.0,37.73,2
1620,Stormwater drain from Nigel Dam,2016,3,Jul-Sep,0.0,119.0,0.0,7.7,0.24,0.18,40.0,90.91,0.0,0.0,32.73,2
1621,Stormwater drain from Nigel Dam,2016,4,Oct-Dec,0.0,71.0,0.0,5.5,0.38,0.1,40.0,90.91,0.0,0.0,32.73,2
1622,Blesbokspruit @ Nigel,2016,1,Jan-Mar,0.0,90.0,18161.0,7.9,0.41,0.65,60.0,90.91,0.0,0.0,37.73,2
1623,Blesbokspruit @ Nigel,2016,2,Apr-Jun,0.0,71.0,19717.0,8.0,1.46,0.55,60.0,100.0,0.0,0.0,40.0,2
1624,Blesbokspruit @ Nigel,2016,3,Jul-Sep,0.0,128.0,2154.0,8.1,0.28,0.26,40.0,100.0,0.0,0.0,35.0,2
1625,Blesbokspruit @ Nigel,2016,4,Oct-Dec,0.0,92.0,3256.0,6.8,0.22,0.4,60.0,100.0,0.0,0.0,40.0,2
1626,Blesbokspruit @ Jameson Park,2016,1,Jan-Mar,0.0,89.0,0.0,7.9,1.92,0.94,60.0,90.91,0.0,0.0,37.73,2
1627,Blesbokspruit @ Jameson Park,2016,2,Apr-Jun,0.0,67.0,0.0,7.9,1.66,0.61,40.0,90.91,0.0,0.0,32.73,2
1628,Blesbokspruit @ Jameson Park,2016,3,Jul-Sep,0.0,125.0,0.0,8.1,0.47,0.34,20.0,100.0,0.0,0.0,30.0,2
1629,Blesbokspruit @ Jameson Park,2016,4,Oct-Dec,0.0,129.0,0.0,7.7,1.83,0.58,40.0,100.0,0.0,0.0,35.0,2
1630,Stream from Kaydale Station,2016,1,Jan-Mar,0.0,50.0,0.0,7.2,5.1,1.01,60.0,90.91,0.0,0.0,37.73,2
1631,Stream from Kaydale Station,2016,2,Apr-Jun,0.0,57.0,0.0,7.7,3.23,0.76,40.0,81.82,0.0,0.0,30.46,2
1632,Stream from Kaydale Station,2016,3,Jul-Sep,0.0,51.0,0.0,7.4,2.8,1.37,60.0,72.73,0.0,0.0,33.18,2
1633,Stream from Kaydale Station,2016,4,Oct-Dec,0.0,51.0,0.0,7.3,2.13,1.02,60.0,81.82,0.0,0.0,35.46,2
1634,Suikerbosrant River below Balfour,2016,1,Jan-Mar,0.0,46.0,628.0,7.6,0.46,0.26,40.0,90.91,0.0,0.0,32.73,2
1635,Suikerbosrant River below Balfour,2016,2,Apr-Jun,0.0,30.0,190.0,7.7,0.54,0.13,60.0,90.91,100.0,0.0,62.73,2
1636,Suikerbosrant River below Balfour,2016,3,Jul-Sep,0.0,38.0,118.0,7.7,0.1,0.1,60.0,100.0,100.0,0.0,65.0,2
1637,Suikerbosrant River below Balfour,2016,4,Oct-Dec,0.0,51.0,2038.0,7.3,0.41,0.17,60.0,90.91,0.0,0.0,37.73,2
1638,Outflow from New Kleinfontein Dam,2017,1,Jan-Mar,0.0,27.0,0.0,7.7,0.1,0.13,60.0,100.0,0.0,0.0,40.0,2
1639,Outflow from New Kleinfontein Dam,2017,2,Apr-Jun,0.0,29.0,0.0,7.9,0.16,0.2,40.0,100.0,0.0,0.0,35.0,2
1640,Outflow from New Kleinfontein Dam,2017,3,Jul-Sep,0.0,41.0,0.0,7.6,1.16,0.24,40.0,100.0,0.0,0.0,35.0,2
1641,Outflow from New Kleinfontein Dam,2017,4,Oct-Dec,0.0,38.0,0.0,7.5,0.45,0.2,40.0,100.0,0.0,0.0,35.0,2
1642,Outflow from Van Ryn Dam,2017,1,Jan-Mar,0.0,43.0,0.0,7.6,0.21,1.09,40.0,90.91,0.0,0.0,32.73,2
1643,Outflow from Van Ryn Dam,2017,2,Apr-Jun,0.0,47.0,0.0,7.9,0.41,1.28,40.0,90.91,0.0,0.0,32.73,2
1644,Outflow from Van Ryn Dam,2017,3,Jul-Sep,0.0,60.0,0.0,7.5,0.98,0.8,40.0,90.91,0.0,0.0,32.73,2
1645,Outflow from Van Ryn Dam,2017,4,Oct-Dec,0.0,54.0,0.0,7.7,0.44,2.6,40.0,81.82,0.0,0.0,30.46,2
1646,Stream from Brakpan Lake,2017,1,Jan-Mar,0.0,48.0,0.0,7.3,0.86,0.13,40.0,100.0,0.0,0.0,35.0,2
1647,Stream from Brakpan Lake,2017,2,Apr-Jun,0.0,58.0,0.0,7.1,0.61,0.2,40.0,100.0,0.0,0.0,35.0,2
1648,Stream from Brakpan Lake,2017,3,Jul-Sep,0.0,66.0,0.0,7.5,3.8,0.2,40.0,100.0,0.0,0.0,35.0,2
1649,Stream from Brakpan Lake,2017,4,Oct-Dec,0.0,59.0,0.0,7.3,1.09,0.2,40.0,100.0,0.0,0.0,35.0,2
1650,Causeway @ Alexander Dam,2017,1,Jan-Mar,0.0,44.0,0.0,7.3,0.3,0.13,60.0,100.0,0.0,0.0,40.0,2
1651,Causeway @ Alexander Dam,2017,2,Apr-Jun,0.0,48.0,0.0,7.8,0.09,0.21,40.0,100.0,0.0,0.0,35.0,2
1652,Causeway @ Alexander Dam,2017,3,Jul-Sep,0.0,61.0,0.0,8.0,0.25,0.2,40.0,100.0,0.0,0.0,35.0,2
1653,Causeway @ Alexander Dam,2017,4,Oct-Dec,0.0,55.0,0.0,7.8,0.44,0.31,60.0,100.0,0.0,0.0,40.0,2
1654,Outflow from Cowles Dam ,2017,1,Jan-Mar,0.0,64.0,6548.0,7.5,1.52,0.52,60.0,100.0,0.0,0.0,40.0,2
1655,Outflow from Cowles Dam ,2017,2,Apr-Jun,0.0,97.0,25.0,7.5,3.3,0.25,40.0,100.0,100.0,0.0,60.0,2
1656,Outflow from Cowles Dam ,2017,3,Jul-Sep,0.0,118.0,205.0,7.5,2.59,0.7,40.0,90.91,100.0,0.0,57.73,2
1657,Outflow from Cowles Dam ,2017,4,Oct-Dec,0.0,93.0,377.0,7.5,1.68,0.47,40.0,100.0,100.0,0.0,60.0,2
1658,Stream from Daveyton below Welgedacht WWTW,2017,1,Jan-Mar,0.0,57.0,699.0,7.4,1.0,0.61,40.0,90.91,0.0,0.0,32.73,2
1659,Stream from Daveyton below Welgedacht WWTW,2017,2,Apr-Jun,0.0,68.0,29435.0,7.3,1.51,1.01,40.0,90.91,0.0,0.0,32.73,2
1660,Stream from Daveyton below Welgedacht WWTW,2017,3,Jul-Sep,0.0,70.0,436.0,7.3,2.12,0.84,40.0,90.91,0.0,0.0,32.73,2
1661,Stream from Daveyton below Welgedacht WWTW,2017,4,Oct-Dec,0.0,61.0,9128.0,7.3,1.04,1.82,40.0,90.91,0.0,0.0,32.73,2
1662,Blesbokspruit @ Welgedacht,2017,1,Jan-Mar,0.0,52.0,0.0,7.4,0.34,0.46,40.0,100.0,0.0,0.0,35.0,2
1663,Blesbokspruit @ Welgedacht,2017,2,Apr-Jun,0.0,68.0,0.0,7.4,0.67,1.03,40.0,90.91,0.0,0.0,32.73,2
1664,Blesbokspruit @ Welgedacht,2017,3,Jul-Sep,0.0,77.0,0.0,7.5,2.33,1.01,40.0,90.91,0.0,0.0,32.73,2
1665,Blesbokspruit @ Welgedacht,2017,4,Oct-Dec,0.0,68.0,0.0,7.5,0.7,1.06,40.0,90.91,0.0,0.0,32.73,2
1666,Blesbokspruit @ Grootvlei Mine Train Bridge,2017,1,Jan-Mar,0.0,81.0,0.0,7.5,0.54,0.51,40.0,100.0,0.0,0.0,35.0,2
1667,Blesbokspruit @ Grootvlei Mine Train Bridge,2017,2,Apr-Jun,0.0,125.0,0.0,7.4,0.91,0.48,20.0,100.0,0.0,0.0,30.0,2
1668,Blesbokspruit @ Grootvlei Mine Train Bridge,2017,3,Jul-Sep,0.0,148.0,0.0,7.6,1.3,0.58,20.0,100.0,0.0,0.0,30.0,2
1669,Blesbokspruit @ Grootvlei Mine Train Bridge,2017,4,Oct-Dec,0.0,132.0,0.0,7.5,0.59,0.85,20.0,90.91,0.0,0.0,27.73,2
1670,Klein Blesbokspruit @ Selection Park,2017,1,Jan-Mar,0.0,55.0,0.0,7.8,0.21,0.17,60.0,100.0,0.0,0.0,40.0,2
1671,Klein Blesbokspruit @ Selection Park,2017,2,Apr-Jun,0.0,71.0,0.0,7.6,1.55,0.2,40.0,100.0,0.0,0.0,35.0,2
1672,Klein Blesbokspruit @ Selection Park,2017,3,Jul-Sep,0.0,50.0,0.0,7.4,3.47,0.2,40.0,90.91,0.0,0.0,32.73,2
1673,Klein Blesbokspruit @ Selection Park,2017,4,Oct-Dec,0.0,50.0,0.0,7.5,1.87,0.21,40.0,81.82,0.0,0.0,30.46,2
1674,Blesbokspruit on N17 Toll Road @ Springs,2017,1,Jan-Mar,0.0,88.0,0.0,7.6,0.3,0.58,60.0,100.0,0.0,0.0,40.0,2
1675,Blesbokspruit on N17 Toll Road @ Springs,2017,2,Apr-Jun,0.0,132.0,0.0,7.5,0.84,0.43,20.0,100.0,0.0,0.0,30.0,2
1676,Blesbokspruit on N17 Toll Road @ Springs,2017,3,Jul-Sep,0.0,158.0,0.0,7.5,0.82,0.45,40.0,100.0,0.0,0.0,35.0,2
1677,Blesbokspruit on N17 Toll Road @ Springs,2017,4,Oct-Dec,0.0,123.0,0.0,7.6,0.58,0.89,20.0,90.91,0.0,0.0,27.73,2
1678,Blesbokspruit @ Marievale Bird Sanctuary,2017,1,Jan-Mar,0.0,103.0,0.0,7.7,0.1,0.67,40.0,90.91,0.0,0.0,32.73,2
1679,Blesbokspruit @ Marievale Bird Sanctuary,2017,2,Apr-Jun,0.0,122.0,0.0,7.8,0.07,0.52,20.0,100.0,0.0,0.0,30.0,2
1680,Blesbokspruit @ Marievale Bird Sanctuary,2017,3,Jul-Sep,0.0,158.0,0.0,7.6,0.21,0.36,20.0,100.0,0.0,0.0,30.0,2
1681,Blesbokspruit @ Marievale Bird Sanctuary,2017,4,Oct-Dec,0.0,157.0,0.0,7.7,0.44,0.57,20.0,90.91,0.0,0.0,27.73,2
1682,Blesbokspruit on R42 bridge @ Nigel,2017,1,Jan-Mar,0.0,92.0,0.0,7.8,0.1,0.72,40.0,90.91,0.0,0.0,32.73,2
1683,Blesbokspruit on R42 bridge @ Nigel,2017,2,Apr-Jun,0.0,118.0,0.0,7.9,0.57,0.51,40.0,100.0,0.0,0.0,35.0,2
1684,Blesbokspruit on R42 bridge @ Nigel,2017,3,Jul-Sep,0.0,155.0,0.0,7.8,0.23,0.35,20.0,100.0,0.0,0.0,30.0,2
1685,Blesbokspruit on R42 bridge @ Nigel,2017,4,Oct-Dec,0.0,163.0,0.0,7.9,2.56,0.43,20.0,90.91,0.0,0.0,27.73,2
1686,Stormwater drain from Nigel Dam,2017,1,Jan-Mar,0.0,60.0,0.0,7.5,0.16,0.13,40.0,100.0,0.0,0.0,35.0,2
1687,Stormwater drain from Nigel Dam,2017,2,Apr-Jun,0.0,80.0,0.0,7.3,0.1,0.2,60.0,81.82,0.0,0.0,35.46,2
1688,Stormwater drain from Nigel Dam,2017,3,Jul-Sep,0.0,119.0,0.0,6.8,0.28,0.2,40.0,81.82,0.0,0.0,30.46,2
1689,Stormwater drain from Nigel Dam,2017,4,Oct-Dec,0.0,173.0,0.0,6.7,0.44,0.2,40.0,81.82,0.0,0.0,30.46,2
1690,Blesbokspruit @ Nigel,2017,1,Jan-Mar,0.0,92.0,1174.0,7.8,0.17,0.53,60.0,100.0,0.0,0.0,40.0,2
1691,Blesbokspruit @ Nigel,2017,2,Apr-Jun,0.0,102.0,960.0,7.7,0.67,0.38,40.0,100.0,0.0,0.0,35.0,2
1692,Blesbokspruit @ Nigel,2017,3,Jul-Sep,0.0,156.0,8657.0,7.9,1.38,0.36,20.0,100.0,0.0,0.0,30.0,2
1693,Blesbokspruit @ Nigel,2017,4,Oct-Dec,0.0,148.0,3844.0,7.9,0.44,0.48,20.0,90.91,0.0,0.0,27.73,2
1694,Blesbokspruit @ Jameson Park,2017,1,Jan-Mar,0.0,85.0,0.0,7.8,0.38,0.57,60.0,100.0,0.0,0.0,40.0,2
1695,Blesbokspruit @ Jameson Park,2017,2,Apr-Jun,0.0,110.0,0.0,7.8,0.72,0.48,40.0,100.0,0.0,0.0,35.0,2
1696,Blesbokspruit @ Jameson Park,2017,3,Jul-Sep,0.0,142.0,0.0,7.6,0.91,0.39,40.0,100.0,0.0,0.0,35.0,2
1697,Blesbokspruit @ Jameson Park,2017,4,Oct-Dec,0.0,110.0,0.0,7.6,0.98,0.62,40.0,90.91,0.0,0.0,32.73,2
1698,Stream from Kaydale Station,2017,1,Jan-Mar,0.0,39.0,0.0,7.5,1.59,0.17,60.0,100.0,0.0,0.0,40.0,2
1699,Stream from Kaydale Station,2017,2,Apr-Jun,0.0,47.0,0.0,7.4,1.72,0.71,40.0,81.82,0.0,0.0,30.46,2
1700,Stream from Kaydale Station,2017,3,Jul-Sep,0.0,56.0,0.0,7.3,1.38,1.54,40.0,72.73,0.0,0.0,28.18,2
1701,Stream from Kaydale Station,2017,4,Oct-Dec,0.0,85.0,0.0,7.6,0.76,0.61,40.0,81.82,0.0,0.0,30.46,2
1702,Suikerbosrant River below Balfour,2017,1,Jan-Mar,0.0,25.0,769.0,7.3,0.8,0.17,40.0,90.91,0.0,0.0,32.73,2
1703,Suikerbosrant River below Balfour,2017,2,Apr-Jun,0.0,39.0,206.0,7.4,0.19,0.34,40.0,100.0,100.0,0.0,60.0,2
1704,Suikerbosrant River below Balfour,2017,3,Jul-Sep,0.0,70.0,36.0,8.2,1.28,0.2,40.0,100.0,100.0,0.0,60.0,2
1705,Suikerbosrant River below Balfour,2017,4,Oct-Dec,0.0,79.0,267.0,7.7,0.55,0.21,40.0,100.0,100.0,0.0,60.0,2
1706,Outflow from New Kleinfontein Dam,2018,1,Jan-Mar,0.0,31.0,0.0,7.9,0.69,0.17,40.0,100.0,0.0,0.0,35.0,2
1707,Outflow from New Kleinfontein Dam,2018,2,Apr-Jun,0.0,28.0,0.0,7.5,0.44,0.17,40.0,100.0,0.0,0.0,35.0,2
1708,Outflow from New Kleinfontein Dam,2018,3,Jul-Sep,0.0,74.0,0.0,7.8,0.57,0.13,40.0,100.0,0.0,0.0,35.0,2
1709,Outflow from New Kleinfontein Dam,2018,4,Oct-Dec,0.0,51.0,0.0,7.7,0.6,0.9,40.0,90.91,0.0,0.0,32.73,2
1710,Outflow from Van Ryn Dam,2018,1,Jan-Mar,0.0,58.0,0.0,7.5,0.37,2.53,60.0,81.82,0.0,0.0,35.46,2
1711,Outflow from Van Ryn Dam,2018,2,Apr-Jun,0.0,52.0,0.0,7.5,0.69,1.6,40.0,81.82,0.0,0.0,30.46,2
1712,Outflow from Van Ryn Dam,2018,3,Jul-Sep,0.0,63.0,0.0,7.8,0.81,2.27,40.0,81.82,0.0,0.0,30.46,2
1713,Outflow from Van Ryn Dam,2018,4,Oct-Dec,0.0,57.0,0.0,7.5,0.73,2.22,40.0,81.82,0.0,0.0,30.46,2
1714,Stream from Brakpan Lake,2018,1,Jan-Mar,0.0,39.0,0.0,6.7,0.33,0.3,60.0,100.0,0.0,0.0,40.0,2
1715,Stream from Brakpan Lake,2018,2,Apr-Jun,0.0,45.0,0.0,7.6,0.44,0.21,40.0,100.0,0.0,0.0,35.0,2
1716,Stream from Brakpan Lake,2018,3,Jul-Sep,0.0,59.0,0.0,7.3,3.42,0.33,40.0,100.0,0.0,0.0,35.0,2
1717,Stream from Brakpan Lake,2018,4,Oct-Dec,0.0,74.0,0.0,7.5,0.5,2.19,40.0,90.91,0.0,0.0,32.73,2
1718,Causeway @ Alexander Dam,2018,1,Jan-Mar,0.0,44.0,0.0,8.0,0.36,0.25,60.0,100.0,0.0,0.0,40.0,2
1719,Causeway @ Alexander Dam,2018,2,Apr-Jun,0.0,44.0,0.0,7.4,0.76,0.18,40.0,100.0,0.0,0.0,35.0,2
