sample_id,year,qtr,quarter,aluminium,ammonium,chloride,fluoride,iron,magnesium,manganese,nitrate,phosphate,sodium,sulphate,compliance_%
B1,2022,2,Apr-Jun,0.06,0.19,25.0,0.4,0.04,9.0,0.01,0.5,0.13,19.0,39,100.0
B2,2022,1,Jan-Mar,0.05,7.8,42.0,0.56,0.34,11.0,0.12,0.5,0.95,34.0,50,81.82
B2,2022,2,Apr-Jun,0.09,3.13,48.0,0.51,0.28,11.0,0.11,0.74,0.37,40.0,59,100.0
B3,2022,1,Jan-Mar,0.05,0.11,39.0,0.51,0.06,10.0,0.05,0.5,0.1,38.0,56,100.0
B3,2022,2,Apr-Jun,0.17,0.1,49.0,0.59,0.12,14.0,0.02,0.8,0.1,44.0,83,100.0
B4,2022,1,Jan-Mar,0.05,1.16,30.0,0.52,0.11,12.0,0.65,0.65,0.24,28.0,76,100.0
B4,2022,2,Apr-Jun,0.05,0.44,39.0,0.63,0.05,14.0,0.26,0.7,0.13,38.0,104,100.0
B13,2022,1,Jan-Mar,0.07,0.1,47.0,0.53,0.14,20.0,0.02,0.82,0.33,51.0,26,100.0
B13,2022,2,Apr-Jun,0.05,0.1,54.0,0.56,0.05,17.0,0.01,1.06,0.26,45.0,45,100.0
B5,2022,1,Jan-Mar,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0
B5,2022,2,Apr-Jun,0.17,0.59,52.0,0.67,0.15,16.0,0.02,0.9,0.43,47.0,66,100.0
B16,2022,1,Jan-Mar,0.05,0.1,47.0,0.59,0.1,17.0,0.1,0.5,0.41,46.0,92,100.0
B16,2022,2,Apr-Jun,0.05,0.12,57.0,0.61,0.05,19.0,0.08,0.8,0.33,52.0,98,100.0
B6,2022,1,Jan-Mar,0.11,1.18,50.0,0.62,0.22,16.0,0.89,1.4,0.13,41.0,81,100.0
B6,2022,2,Apr-Jun,0.07,0.3,51.0,0.58,0.12,16.0,0.41,2.47,0.13,38.0,83,100.0
B15,2022,1,Jan-Mar,0.06,0.16,43.0,0.61,0.12,18.0,0.22,0.5,0.38,44.0,98,100.0
B15,2022,2,Apr-Jun,0.05,0.16,59.0,0.62,0.07,19.0,0.13,0.59,0.31,54.0,98,100.0
B17,2022,1,Jan-Mar,0.11,0.13,47.0,0.79,0.12,24.0,0.62,0.5,0.34,47.0,137,100.0
B17,2022,2,Apr-Jun,0.05,2.8,65.0,0.8,0.07,29.0,1.36,0.5,0.45,57.0,187,90.91
B11,2022,1,Jan-Mar,0.06,0.1,74.0,0.91,0.07,34.0,0.18,0.5,0.35,61.0,150,100.0
B11,2022,2,Apr-Jun,0.05,1.23,58.0,0.66,0.02,22.0,0.36,0.5,0.43,53.0,123,100.0
B7,2022,1,Jan-Mar,0.06,0.1,38.0,0.73,0.07,17.0,0.21,0.5,0.1,39.0,117,100.0
B7,2022,2,Apr-Jun,0.05,0.1,43.0,0.77,0.08,19.0,0.16,0.5,0.11,43.0,145,100.0
B8,2022,1,Jan-Mar,0.06,0.1,45.0,0.68,0.1,23.0,0.09,0.57,0.33,51.0,98,100.0
B8,2022,2,Apr-Jun,0.07,1.43,52.0,0.6,0.11,19.0,0.1,0.5,0.28,47.0,94,100.0
B14,2022,1,Jan-Mar,0.08,0.15,42.0,0.65,0.11,19.0,0.1,0.5,0.34,42.0,94,100.0
B14,2022,2,Apr-Jun,0.33,0.17,54.0,0.61,0.23,19.0,0.11,0.6,0.26,47.0,99,100.0
B12,2022,1,Jan-Mar,0.24,1.01,30.0,0.54,0.38,13.0,0.18,1.69,0.28,29.0,35,100.0
B12,2022,2,Apr-Jun,0.50,1.45,37.0,0.5,0.77,14.0,0.22,1.27,0.35,33.0,47,100.0
B10,2022,1,Jan-Mar,0.08,0.28,41.0,0.64,0.1,22.0,0.08,0.77,0.32,49.0,92,100.0
B10,2022,2,Apr-Jun,0.13,0.38,50.0,0.56,0.17,18.0,0.11,0.85,0.24,44.0,93,100.0
S1,2022,1,Jan-Mar,0.30,0.34,15.0,0.43,0.59,14.0,0.02,0.7,0.13,21.0,14,100.0
S1,2022,2,Apr-Jun,0.33,0.1,26.0,0.37,0.48,13.0,0.05,1.23,0.18,21.0,25,100.0
S2,2022,1,Jan-Mar,0.34,0.25,39.0,0.6,0.39,20.0,0.03,1.45,0.31,42.0,72,100.0
S2,2022,2,Apr-Jun,0.28,0.36,44.0,0.48,0.36,17.0,0.06,1.89,0.25,35.0,71,100.0
